Title	Review
This game is the best	I really enjoy playing with my friends and  it’s a good game to play in your free time try not to stay frozen to the game all good
Your game is trash	You didn’t fix the controls on iPhone XR that means I gonna terminate you guys if you don’t fix the issues
I love it 😎😎😎😎😎😎😎😎😎😎	I am getting better at forntie mobile I can build better add me Pizza Boy09
Review	Make so people can play on iPod because I always have wanted to play fortnite on mobile or on the go!!
Mack	Mack fortnite available for iPhone 6
I forgot something.	I’ve written a review before but what I forgot to say is that I think there should be unlimited storage for creative but other than that great game! Check out my other review for this game if you can find it.
Why is this happening	First off I want to say that this has not happened before but when the update came it made it to when you try to get in any vehicle it will crash and freeze up the screen. Can you please look into this and fix it by the next update. Thanks
Fortnite	OK I love fortnight and all but I have one problem why do Vbox cost so much. I mean It’s a good game and all. And why don’t the battle pass for season nine come free when you completed all of the Overtime challenges?
Its a good game.	Gets boring after a while no offense I still like the game
Fortnite	I don’t like the ice zombie that come out the not fun
4	It’s a madness
This game is amazing!!!!!	I have played so much paper.io 1, and I learned about Paper.io 2, I just bought it. If you do not know my player name it is Ducky, I have gotten 100% and most of the skins. But about the game. It is a fun online game where you are a square or other thing, depending on your skin. But you move around getting coverage by going out side of your coverage and go around the spot you want to cover and go to your coverage and you have that space. But you can die if another player hits your marks on the map you die🤕! But you can do it to other players also. You can unlock other skins and change it.
Game modes	The 50v50 mide where its 2 large teams pitted against each other was one of the most fun modes you guys have had...now that mode was only limited time. I started an instagram page if JUST THAT mode and have over 100,000  people that had commented about that mode staying on fortnite. It was ine of the most popular modes and we really want it to stay
MoneyMasta360.2	It’s goooooooooodu
Not updating	Its not downloading I have iPad Air 2, so why WHY EPIC U IDIOT TIM
I pad mini123and4 to play fort nite	"I really wanna play but have iPad mini 2 

I want that to change"
Pls answer I can’t update	The new update isn’t working it won’t let me download fortnite
Good game	Kinda of to hard to control I guess when I try shooting it barely shoots but when I’m running or sneaking up on ppl I shoot on accident
Its very addictive and great aannnnndd fun	I absolutely love the game
Good but difficult	WAAYY TOO MANY UPDATES TAKES FOREVER
Good game but...	Season 8 was a huge disappointment this is just my opinion hope season 9 is beter(~_~)
Crashing	After the update on my iPad the game kicks me out.
Needs a bug fix	When I in to the game it stops at 66 and won’t let me play when I’m on level 1176
WOOOOOOOOW	BRILLIANT GAME but IT’S MAGNIFICENT WELL DONE EPIC GAMES congratulations
Bring back the pump ☹️	I really love this game best game every but i and I’m pretty sure others want this bring the pump back and the SMG and take out the new burst SMG
Not good	I was on level 1,300 and sense the new update I can’t play it has me stuck on level 53 and I can’t do anything from there
Epic can you please put iPhone 6	To epic games can you please put fortnite on iPhone 6
I accdently signed out on mobile for Xbox	Ok at 9:34 I was playing Fortnite and i when I died I meant to hit leave match but I accidentally clicked log out and it did and now when i click on the Xbox it says Epic games isn’t responding please try again later so can you guys please fix this I really appreciate it and thx if you do fix it
Love of my life	Why this game is so addictive and amazing??? I have freaking spend more than 200 bucks and every time I feel I need to spend more!
Hehfh	Bdhch
Best game	This game really is awesome and it’s so fun i can’t stop playing it because it is so fun
Hi	It the best Game EVER
Amazing app just a little something	First of all I love the game I have been playing since I was 4 years old but however the app has to many adds I always get so excited to play and then an add of an app I already have. Other then that it’s an amazing game
Okay review	It’s okay a few glitches but alright
Fortnite	It was a good game but not anymore they are adding weapons and items people don’t want and are taking away the good items. Plus all the scrims have ruined the point of the video game. Basically Everyone who plays Fortnite is a sweat and try’s to hard and just makes the game not fun and boring. I stopped playing fortnite because of that
Decent	Not bad, not bad at all but I think Fortnite should let players change the little aim thing in the middle and change into a color, a brighter one. Because with something that makes out shots worst, it would just mean that we’re doomed.
To download this app take too much space and data but I like the game	.....
Regis	Shshbs amazing
Age group	Why can’t it be for 10 year olders
AWESOME but some Changes are needed for mobile	Please IMPROVE the graphics for iPad
Trash	This game is hard to build on and it needs to not be on WiFi
Kayla	Can y’all please let IPhone 6 people play
Bad graphics	The graphics are horrible but the game is amazing
Ads	TOO MANY ADS
Game is great but.....	Game is good but I wish there was a way to get more than 3 refunds. I have  accidentally bought more than you imagine and it’s annoying. I wish that everyone can have 3 refunds a season
Please read!	Change it back to we’re it’s no ps4 and Xbox :( I hate it they always are making fun of us and being toxic change it back it hurts they make fun of me cause I am half deaf and MAKE fun of Xbox Please :(
Wow	Honestly, I’m going to keep it short. Game is great. I have PC, but mobile is what I “play” on. After the last update (before 7.4.0, which has yet to be released), I have experienced major lag and then, the app would crash. It has happened five times JUST today. Please fix this in 7.4.0. Thank you!
Really good	This game is one of the best games I’ve ever played
Glitches and false advertising.	If you pay to remove ads, you still get ads. They’re stealing money from you via in app purchase. This game is single player only not multiplayer in any way. Game is playable but you sometimes randomly loose all your property for no reason. Okay as a free game but don’t give them any money. If you go into airplane mode you won’t see any ads and can still play the game.
Ok	I love helix jump but my game started glitching out with the new open app cutscene where the ball is falling to your level it won’t go to my level it goes to fifty one and I am at  two hundred sixty one
Fortnite is bad	Complete trash
Thankyou	It is the best game ever
Fortnite	Best game ever btw
Trash	Go play Minecraft
I like this game	I like this game but it gets really stressful sometimes by PStar7
fuvk me	Oh Yeah Yeah YeH 63@( Yeah Yeah
Good but a few issues.	I absolutely love this game, and it is very fun. It’s super addicting and I’m so glad I am honored to play it, but there are a couple issues. First of all my screen happens to lag right when I am about to fall on the wrong color. I’ve checked and my WiFi is working perfectly fine. Also there are quite a few adds, and I’ve realized on little games like this that there are always a lot of adds, but I know that this game is better than those little games, so if there could be just a little less adds it would be perfect. I’ve seen a couple other reviews about the laggy ness and adds; obviously it is a problem to most people, so I’d recommend to cut down the adds a little bit and also see if you can do anything about the laggy ness. This game is almost perfect, but for those two mi er issues I had to give it four stars instead of five. Keep up the great work!!
Sad	I can’t play on my iPhone 6 I don’t have the s
Best game	Awesomely awesome
Thanks	"Hi EpicGames Fortnite is a good game I like to play it too much but it fun
Lol, but can y’all add avengers tools to creative.🌟⭐️⭐️⭐️🌟"
The state board requires it on mobile	If we got it on mobile it would be more easy to look instead of going to a website to look and we can check how we are doing and see how mobile players can get better and if you do it we could see the most kills we have and try to bet it just overall plz and checking stats to mobile
Alright game	When I first got this game there was no issues. I even purchased the no ads. But when I switched to a new phone I lose most of my progress while playing. Please fix the game. Deleted. Let me know when bugs are fixed. Wasted money on no ads just to have my color disappear and game freezes. Like I said, didn’t have this problem when I first downloaded. And I’ve had it for a while.
Lags	The game great in general but for some mobile players the game is really laggy so I expect a little more stable gameplay.
A bit too much	TOO MUCH ADSSSSSS
Put 50 v 50 back in the game	I am so addicted to the game it is unreal but before when there was about 5 different team options was better. So I am suggesting that 50 v 50 should come back into the game or maybe food fight.
Compatability	Honestly I think fortnite should come available for iphone5s or Samsung galaxy tab a1-6
Stupid	Takes up to much storage
Fortnite	Amazing game
Great game but too many people using mouse and keyboard	Overall good game would give 5 but I’m giving 4 cause I always get killed by people using a mouse and keyboard please fix
Review for paper io 2	"I like this game but it’s quite hard to steer otherwise it’s great and wayyyyy better than the first one 
And I should know I’m a kid!"
Too many adverts	Give it a miss,only after you’re money
Fortnite	This game is so amazing love it u can build to protect your self u can get great skins to make your player look really awesome and they are cool dances that u can do
FORTNITE	I just love Fortnite but what I wish is the infinity gauntlet will come back but it never will can you please just add it back please
Mommy	Is good
COOL	I LOVE IT!
I love the game but...	I’ve been playing Fortnite since September of 2017 and I’m not sure when I started playing mobile. The updates used to be right on time, but now I have to wait the entire day just for a content update. Please consider releasing updates on mobile a little bit earlier!
Fortnight login after update	I always play fortnight but after it updates I need to make  a new account can you fix this
If I have a iOS account can I put that account on Xbox one	I was wondering I have a good iOS account and I am getting a Xbox one can I put my iOS account on to the Xbox one
Too hard	This game is impossible to win for any casual gamer. Way too many buttons for a mobile game. Not fun at all.
FORTNITE IS DA BEST	"To Epic Games 
I am writing to you to say that Fortnite is a very good game but I think it still can be improved if you still have the gliders because some people are still annoyed because they have to find them is chests also I love the game so muck and there should bring Light Machine Gun but I love the game and I love playing it"
Fun... but	It’s fun and all but it’s really difficult on everything cost a lot of money and I get made fun of when I was a default and I love the battle pass but it keeps costing money every time so that’s why I choose Minecraft it’s much better you should try it sometime
Fix your game	My game keeps on crashing every time i land
Hgdgvfhvdyjfd	I like it
FORTNITE review!!	This game is fun and let’s you play with friends or family. In my opinion FORTNITE is the best battle royals game on iOS, pc, and on any other device.
Pretty...ok...I guess.	I mostly play for the vehicle tricks.
I LOVE THIS GAME!!	Ever since season 4 came out I stared playing non-stop .I love the quality and how good the game comes out . There just one thing that I personally don’t like it is how there are updates every week and I have to update the game so manny times :/ . But other than that it is an amazing game . It’s a 10/10 .
Addicting and Trash	Fortnite might be popular, but seriously guys, lots of people download this game when they are under 12. It just encourages fighting and guns. Also, people are so addicted to this game, and it drives me crazy! I downloaded this game because everyone says it’s the game of the century, but it’s not. That’s why I give it 0 out of 5 stars. I don’t understand the controls, and my game glitches so much!  Once,  I got a really good gun, and the game glitched so that it disappeared a few minutes after. FIX THE GLITCHES!!! Also, at some schools, this game is banned, and kids are getting in trouble for playing this game. And I blame it all on fortnite. Never play this game.
The updates... the updates...	Honestly I love this game but for real it updates like every other day it’s so annoying. If u could fix it that would be fantastic. Otherwise it’s great, though.
Fortnite	I like this game and it’s awesome who ever made this game I wish I could give one thousand dollars to
So Fun	This game is so fun but it takes forever to load
Great game!	Helix jump is so fun. All my friends play it and I wondered why it was so popular. The only thing I could complain about is the amount of adds. I get that they need ads for money but there are A LOT of them. There’s one after every other game and one in the corner at all times. I sometimes accidentally tap on the add in the corner and it’s annoying but otherwise this is a great game!
Why I don’t like fortnight	I don’t like fortnight because you can’t download it on all electronic devices and I was really looking forward to playing and seeing if it really all that like people say it is because everyone at my school is always talking about how good it is but I can’t download it because I have a iPhone 6 but if I was the owner of fortnight I would make it so that no matter what kind of electronic device you have you can still download it
Fortnite stole me v bucks	It Stole my v bucks when I had 1000 v bucks take down your app epic games I have done a week of chores for 10$ Worth of v bucks I hate epic games if I had the chance I would sue them
😍🥰😘🥰😍😍😍😍🌈💝💗💖💕💞💓💘❤️	I absolutely love love love this game it is super fun to play and of course win! I do not have any special remarks to make this game better! ❤️❤️❤️❤️❤️❤️❤️❤️❤️
I love your games	I love your games
Great game	The game runs great, but if you don’t have a great WiFi signal it makes you lag. The updates are also not showing up on the AppStore when it says they should. The game does crash from time to time and then you glitch off the game and you don’t get to carry on with the match. 👍👍
Why!!!!!	Why it can’t work on iPhone 5s
The Ads	"The game is great, but then you have the ads. Each ad is about one minute long and you have to watch one every time you die, want to earn an extra life, or even opening the game sometimes. Each ad is also repetitive. The game is fun, but the ads ruin it for me. The game is not worth $2 just to remove the ads, nor is it worth $2 at all for any aspect of it.

I’m fine with ads at times, but when it’s 1 minute ads without a skip button every time you open the app, die, or even just tap something, you kill the game. Nobody likes ads, but nobody will buy a package for $2 to remove ads when they can easily get a similar game for free without any ads at all. Placing a ton of ads doesn’t encourage purchasing an ad free version of the app, it encourages greed and for customers to delete the app."
Update	I can’t update the game the atualization doesn’t appears to my App Store.
Too long to load	I swear I have to update it everyday and it takes about 10 minutes just to update and than another 5 minuets to load than it takes forever to get you into a game. I wish it was faster and less updates their very annoying.
I can’t figure out how i logged in	So there is like the websites to reset your email and all that but i forgot how i logged in and i down money on this game and i would like to log in on a different device
Best game ever	This is the best game ever, u can get up to many levels u can go against friends and families to see who gets the highest and Maybe  the winner can receive a great treat
What the hell	Omg I crash every game what is wrong with your game. I swear you guys wouldn’t even read this message cause u guys don’t care about us. man What the hell.
Why	I liked it more on Nintendo switch and then you put it on mobile like really Epic Games
Love it but i do have a concern	Love the game but I’m best on ps4 the concern is why V-bucks purchased on one system can’t be redeemed on others ?
Best Game EVER!!	This game is amazing, hello there is one thing I don’t like about the weekly update they should make an update every season and me or at least two times in a season...
Best game ever	You are the best epic games
Overall Fortnite Is A Good Game	Don’t get me wrong fortnite is an actual real fun way I entertain myself but two things that bug me are when I play duos with one of my friend or even squads right before I glide it logs me out of the app and makes me restart everything. The second thing that bugs me is when I am in the middle of a battle it always freezes and makes the other person get the kill but not only in matches does it freeze or glitch but also when i am walking around or pickaxing it takes me back where I was 5 seconds ago. I really hope Epic Games can fix these glitches.
Way to laggy	Out of all the fortnites from Xbox to Pc, this one is laggiest. If you try to switch a gun and turn around, It takes about 8 seconds, enough to get pumped. Fortnite it a great game overall but this is laggy as heck.
Fix the Glitch!!!!	I have been playing this game for a while and for the past week or so I have this glitch where I reach my highest score and the little ball just keeps on going down and never stops. I love the game so much but will stop playing but if this continues I don’t know what to do. Please try and fix it.
Savage D7K	I don’t like season 9
aids	I have contracted HIV from these pc sweats in arena
Fortnite pls help	Fortnite pls bring blue pumb and other all pumps back I am neaver gonna play fortnite
ADS	I can’t play this game, every two seconds, here’s an add, and another one, JUST STIP WITH THE ADDS!
Improvement	PLEASE READ EMPLOYEES, this game is so much fun and enjoyable to play especially with your friends or just random people. Although, people are just getting too good at this game. I’m not complaining because i know that this is a competitive game, but it’s so hard to get solo wins. When I wanna play with my friends they’re never online so, I do squads fill but i match up with terrible people. In squads fill you should match people up the same competitive range and stuff. Also, the HUGE update today on April 25 of 2019 is not letting me update my game. I’ve been waiting for almost 3 hours and it’s still telling me to “OPEN” the app when I need to update it. Please fix this!
Women at Strong	🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰👩🏻👧🏻💪🏼💪🏼💪🏼💪🏼
Best game ever is definitely the case	Fortnite mobile is the best phone game you can ever play. If anyone disagrees with that, they need some help because fortnite is the best game ever I mean it is sooo fun you just wanna play all day all night!!!
Best game ever but one thing	I love this game but it has to many Loading screens and the skins should be free other than that I love this game it is so fun!!!!!!!😃😄
Great game needs to be on more devices	Please epic let all apple users or any phone users play Fortnite I got an iPhone so I can play it on my phone but turns out it doesn’t work with this version so please do that but it is a great game
Helix Jump	Is very good and a lot of hard levels
Game is trash so are you dude	Season nine is poop just like you like I said bring back season 3 or I will poop on you, but I guess that doesn’t make a difference because you are already poop
Help my MIC	First add me MorenoAna12 okay so my friend did not get season 5 battle pass and needs drift PUT DRIFT IN THE SHOP THIS GAME IS DOPE GET IT but I also cannot use the mic something is wrong so watch out and it is on Mobil so anyway this is awesome.
Accessible	Wish it was compatible with my phone
Fortnite is the best	"Fun fun fortnite
Oreo
Rocky game
The best
Nice game
Incredible
The best
Ever and ever the best"
Ikonik	My brother wanted the ikonik skin back for free for computer and emote because my parents hate him and kicked him out the house so I let him in my house and play fortnite everyday and he wanted the ikonik skin forever but he had no phone
Helix jump	Funnest strategy not needed game that I have ever played.👍🏻
This game is great	This game is awesome and is really fun with friends and family I really have a good time and there might be little mistakes but epic will fix it fast as they can and will put stuff in the game what the people want you don’t have to spend money but I do because I love skins.
Last day on earth is the best	Please come up with games like this  in the future I just love it so so much.Its the reason why I get up off bed to go get my phone start playing the best games ever created
ASWESOME!!!!!	Thanks for letting iPhone 6s play Fortnite whooo woo
Fortnite look into this stability issue	Can I get some compensation for this game it’s literally pissing me off I keep freezing due to some issues cuz of your game and I’m hearing other people are getting v bucks and I never got nun
Helxi jump	I love helix jump
This company takes your money and lies	Do not trust this company with your money. They will never respond to your emails after they have taken your money.
GAME MODES PPLLZZ	Ok, I’m a huge fan about all your games!!! (Especially Hole.io.) But the only thing I’m gonna talk about is game modes. I love them!!! I hope you do solo battle royal and friends. I just don’t like the simple old one where it’s just get %100.00. So yeah still love your game but just think about it.
Bug	This new update made my game crash five times in 4 minutes
Fortnite	Good game and I’m enjoying myself
Bugs	"Ok imagine your in a top 20 scenario you get a air drop and a chug chug and boom bow with slurp and a campfire falls off and you have 20 hp this would be clutch then all of a sudden you crash And you get mad and quit the game 
Well that’s me CAN YOU FIX THE DANG SERVERS MY WIFI IS GOOD I HAVE LOTS OF STORAGE AND SUCH AND YET WHEN I PLAY THIS GAME I LAG OUT IN THE BEGINNING OR TOP 50 And 20"
Love this game but.....	This is an awesome game, the best game I have ever played it’s Fortnite Battle Royal. But I will like to said that why Fortnite it’s not compatible with iphone 6, a lot of people wants to use this amazing game but some of them can’t just cause of this. I want to you epic please, pleeeaaseee habilitate Fortnite for iphones 6 to the X. If theirs something wrong with habilitating this game for iPhones 6, please work it fast. Thanks for you creation Epic. Best game on top baby;).
Issues	I hate how it doesn’t work for iPhone6 why is that? It should work for all apple devices
I LOVE IT but something went wrong	So I was just playing, and I had to go to dinner. So I turn off my phone. And no joke my score was at like 100,000 something. I went on the game today, and it was the same score from before I turned it off. That should not happen. Please fix this if you can. Other than that I LOVE IT!!
Great game	Fortnite is a great game and can be loads of fun. It is a little hard to build on mobile and can be laggy, though. It adds new ltms frequently, making it more fun. The skins are great too. The game can lag a lot and may crash sometimes, which can be frustrating. Besides adding new ltms Epic Games is running out of ideas for new weapons, skins, etc. There are some weapons in the game that are utter trash though. Like the burst smg and silenced pistol. A lot of people were mad when they vaulted the pump, and I was too. It has gotten a bit boring over the months. It was way more fun in season 4 than now in season 9.
Best game out there	Fortnite is my favorite game of all time I think you should all play this game my brother JAGASTER AKA WhyTry_Redo he is super good at the game so plz go check his YouTube channel WhyTry_Redo he is on a clan called WhyTry also go check WhyTry_Hoax,WhyTry_Nova good players.
Needs work	So I’ve been playing since season 3 and it was great but one thing is that on mobile I can’t play save the world and that’s the only reason I downloaded it to play save the world
Fortnite mobile=good game	Good game ita good game fax that’s it
Update	There’s updates every week example last day new update now another one 🤬
Love this game	This game is awesome I love it so much I already have half the skins!<3
BEST GAME EVER	"HAVE YOU HEARD⁉️
THIS IS THE BEST GAME EVER‼️"
Buggy ;(	Love this game but its bugging out after last update. My territory goes invisible, and sometimes after getting high percentage >60 all my territory disappears but .17%, please fix.
Let me play	Why doesn’t it support on iPhone 5s it ain’t fair that the SE gets to play
Just why	This game gets worse every update is rather watch Mickey Mouse
Fortnite	Good graphics good guns building and more updates every day
Dead	"Yo this game is dead , a few months ago I played this and thought it was good but not anymore.It is a waste of ur time there r to much sweats in the game and people just waste time on the couch playing!Look at frikin Ninja he spends more than 13 hours playing it. 

                                                     
                                         It is DEAD!!,"
Fun for you but not for me	I love Fortnite I but my game keeps getting lagger and lagger each update.I would have put a five or four star but at this point I crash every game.So that could lead to me losing the progress I made in a match or if I’m about to win I crash like when I’m in the top 5 I crash.
Amazing	I only got this game today and it is awesome.Best game yet ❤️.     I think there should be no changes.I love it
BRING BACK THE GIDDUED MISSLE.	I WILL REGRET THIS BRING BACK ALL THE VAULTED WEAPONS
I hate this	I hate this bull
Do not download	This game is simply trash.All players r toxic extremely unfair matchmaking because on mobile i always play against pc and console(whose aim assist is no skill)
Terrible	Trash
Paper. Io	I’m just really confused. Because when I had a really big circle, some player came and touched it then the game was over. 🤷🏼‍♀️
Brilliant though	Best game ever ! I am a fortnite player myself, it is very quick. The only problem is that it takes up quite a lot of space. By the way my account name is Hugodertsy please could you PLEASE add one skin to my account.
Epic Games Better fix this!!!!!!!!	Dear Epic, I need to know why I keep getting kicked out of a match when I know I have good internet connection please fix this I’m tired of getting kicked out and losing so much xp please fix this error thank you.
Please fix this crash bug	I Like the Game and ITS amazing but the only problem I have it crashes my game and it quits me from the game. Please fix this bug.
Replay mode	There should be replay mode I Fortnite mobile because I can make epic videos and I want to something back can you play add replay mode.
100% get this game😍	This game has fun modes and good skins,good seasons epic keep up the good work
The best fighting game you can get	You will have the best time playing this game.you can play with friends or on your own 😀😍
It’s good but bring back food fight	I looooooooooooooove it and all but can you bring back food fight
Fortnite	Best mobile and pc game for me and I love the game and iam hoping the new update is a start to season 9 although it’s a long time away
please make these changes	Ok. So I’m on a giant floating school bus. Not weird at all. This just everyday in Fortnite. BUUUUUUT Fortnite could be better, like customizations for the battle bus, skin trading, old battle pass skins in the shop, and private competitions. and a deluxe battle pass. Yes a THIRD battle pass. And if you do this, Fortnite will become SO much more popular. Like in my school people don’t really play Fortnite that much and after this possible update a lot more people in my school will play AND with this, you will have more power to fight back against even MORE popular games ( apex legends, etc.) AND more popularity means more power to fight even NEWER games so... FORTNITE BECOMES THE BEST GAME OF THEM ALL!!!!!!!!!!!!!!!
Where is my update ??????	Hello
My skins have gone	Where are all my skins
Nice	This app is amazing and so cool
:(	It’s a hard game everybody’s good.Once you you get better it’s more and more difficult.I recommend you play other games.They also add items that make no sense being there like balloons and boom boxes.DO NOT PLAY THIS GAME IT GETS BORING,TIRING, AND GETS YOU ADDICTED.Please sub to my YouTube at DEX_Saiyan thx. :(
Yes she is	Hehehejdnd Fortnight is the best game ever made and nobody can tell me Daddy’s
Fortnite	"When ever there is an update, I have to press the update button 20 times before it actually updates 

Love the game though"
Really	You know what very bad game you know why it Freezes every time I play and I move to the right left and it freezes and It makes me die that I’m sick and tired of this game
A game that’s better than pubg	This is the best game ever!!! it’s better than pubg, it’s better than overwatch, it’s better than cod. It’s the best game ever!!! Play with me:Nascarracer4795
Good game! Just one thing is annoying.	I love the game it’s super fun and kinda challenging so I think it’s a lot of fun! But one thing that’s annoying me is that you can eliminate yourself. It annoys me a lot. So please change that. But apart from that it’s super fun and I think you should get the game!
Best game ever!! But need some changes	"Fortnite is a great game but on mobile not that great. Fortnite need to change the lag and sometimes the graphics lags and sometime I can’t ever shoot the fire button!!
But fortnite is still the best game ever (in my opinion). So plz fortnite could u plz change that lag!!"
Plane bag	There is a bug that I like the invisible plane but why did you fix it?? FORTNITE is GOOD AND AND I LIKE THE UPDATE YOU CAN SOM HOW OPEN EGGS FIX IT
Bots	Bots target you and behave unnaturally.
Fortnite	Fortnite is the best game in the world
The best!!! 💜	Keep doing what y'all are doing.
Good game	It's fun but you can vault the pump like that? And the new styles for drift should be free for people who already have drift. You gave free new styles to renegade raider and skull trooper but make everyone pay for drifts new styles. And I think it's because footnotes dead and you want more money tbh.
Amazing game	I love how the patched all the glitches and how the game is so fun you gave 3 very fun game modes I love this game so much thanks for making it free.
It was ok in season 8	It was pretty bad
Fun game	It’s a fun game
Gang	Gang
Horrible	So I feel like how it constantly takes 1 hour to load or it says needs to be installed again every day or 2 and so I feel like this game is for fake gamers real gamers would be playing Minecraft so bye Fortnite
Awesome	It’s a awesome game I really cannot stop playing
Fortnite	Why don’t you let iPhone 6 play that what I don’t like please fix that i phone 6 should be able to play fortnite fix please
Eh	It’s fun and addicting, but takes incredibly long just to accomplish anything significant such as opening new areas of the map or building vehicles etc. kind of starts to get too repetitive with little reward. I wish the game would reward you with more so the tasks progress.
Fun game! But...	Very fun game!!! Very addictive... I problem, it glitches a LOT.😑 But other than that it’s 💯% perfect😁
TO MANY ADS!!!!!	I get killed once I already have an ad waiting for me every single game I thought the second Paper.io will have less ads bot no I was wrong
Fix creative mode and add more huds	I like creative mode but the only problem is that there’s a glitch where you enter your island and leave and you want to load another island you have to leave the match. And also I want you guys to add different huds like in clash of clans with the different bases I want that since I’m used to different controls and I’m tired of changing them every round I feel like using this controls
Helix Jump	Lags and glitches a lot when I’m playing and I always die
Good game, terrible tech support and customer service	Spent months on this working up my base for it to suddenly disappear because they had a server issue. They couldn’t restore my progress so offered me one small chest to compensate me (which I’d previously purchased!). Useless customer service, refusing to look after customers who have used the game for months. It’s a good game but hope nothing goes wrong otherwise you’re stuffed!
crazy	what a game
Food fight	Food fight was my favorite game mode can you bring it back but can you do snowman and Santa for the Christmas spirit 🎄i would play Fortnite A LOT more -THANK U❤️
Pretty Good	All in all the game itself is fantastic, but there are several issues on mobile. The reload button, building, and shooting are all wacky but the gameplay on mobile is not too bad for what it is. Thanks Epic Games
Yaaaasss	Addictive. High score is 289,976
You messed up	I can log into my game!!! Also why did you make it so laggy you better take advice from fans cuz fortnite is so trash right now! You better take action before the game dies
Amazing game but way too glitchy	Can’t play the game normally because you always die on some glitch (running the latest os and update), also the game isn’t consistent on when a kill happens and sometimes your entire color area disappears completely, etc. needs an update
Great game but...	I just recently got this game and I LOVE it!!!! The only thing is every time I interact with a raider or another player the game closes... so right when I kill another player and I go to reap my just rewards... the game closes and I find myself staring at my home screen... it’s infuriating! So now I have to run away from any all threats that aren’t just zombies in the game... please help! I will gladly raise my rating to five stars once this gets fixed!!!!
Fortnite is The best	Fortnite can you make a gun called Comp submachine gun
Loading...	This is a great game, no doubt, but takes SOoooOoooOooOoOOOooo long to load.
So many bugs and lags in it and it always freezes and crashes	I am sick an tired trying to play fortnite with my friends when my game always freezes and crashes
Best game.	Hi! I play this game on Nintendo switch and my name is Sniperdiapergirl. I don’t see a review button on the switch, so I came here to tell you this is the best game and please make a v bucks pack that is 500 v buck and make it 2.99, please. LOVE THE GAME
Fortnite	This game is really epic because I all ways get top 10 in solo duos and squads thank you EPIC so muck for releasing this game
Meh	It’s ok but it keeps lagging me out
Spoilt by the barrage of advertising 😡	Sick to death of being spammed by adverts constantly.  I'd happily pay for an ad free version.
Fortnite IS THE BEST	IT JUST IS EPIC
TO MANY ADS	There are so many ads in this game, you get an ad each time you die.  The same ads spamming over and over again. Has great potential to be a good game but the ads ruin it. AND it is VERY glitchy.
Perfection	I’m 14 year old teen and this game is my favourite of its type. IT IS GOOD ( must try ) .
Updates	I hate it when a new update comes out and sometimes you have to wait to update it please fix this problem because sometimes I can’t play because of this stupid update problem please change 😔
Grate but...	I need a favor can you make it to we’re people can’t make their name unkind or not kid frendly thank you 😊
I Love this	I play Fortnite on Xbox and I love it on this to epic games has done such a good job on Fortnite it’s come so far and I think it’s the no doubt best game on the free games ❤️❤️❤️❤️😃😃😃
I love Fortnite	I love this game but maybe stop with all the new update and things because I have to update it all the time but I LOVE this game so much✨🔆🖤💛✨✨
It used to be good	It used to be good but now with all the weird updates it makes playing really annoying. Also the map thing that shows were u are- I’m only on level 520 and it takes FOREVER for the map to go all the way down. The new updates mean you can’t have double power ups. You can also go through the walls really easily. And I have already unlocked 10 skins but the skin which says u get after unlocking 10 is still locked!! Please fix allll these things and then I will give 5 stars 😂👍 it is still sorta fun tho
Fortnite	Best thing that happened to this world
Review	This game is good but it would help if I didn’t have to sit there waiting for it to load for about 5 hours and then still not even load
I like this game a lot I have it on ps4 it’s cool I play fortnite on molbile It’s cool	I hate players who don’t like I love this so mutch
Lag	To much lagging on mobile needs to be fixed it’s not fair game play when we lag and they don’t even lost matches due to this so please resolve this matter the game just start to annoy ya when it does this
EPIC GAMES please read this	Fortnite is very fun I love it but the thing that is not fair is on mobile you can’t buy save the world 🌎 I want to play it but since I’m on mobile I can’t please add Fortnite save the world on mobile I would appreciate it
Controller support	Hey great game been playing since mid season 2. I just wanna know when will ps4 controllers be able to connect?
New maps	Diferint maps
Game is fun	This game is really fun and addicting but I tried purchasing a few packs and then got an error message... I paid but received nothing?
Ads...	It’s a great game, but there’s a lot of ads...
LDOE	GREAT GAME ...... Very difficult to obtain weapons ...
Please put it on iPhone 6	Y’all need to put it on iPhone 6
Always something to do	You can always play creative or playground if you constantly rage playing solos duos and squads but when ever a new LTM is out within the game you can always have fun with that also a good factor is playing with your friends
Why does it FREEZE SO MUCH	The game is awesome but why does it freeze up so much bro. Please fix this or deleting this game of my phone.
I’m quiting	Th reason why I’m quiting is I bough a dumb skin with 1500 vbucks and I was saving up for beef boss and I’m bad at the game and I don’t get the point of me playing and not getting a win half of my friends stoped playing I bough over 6 skins I didn’t want.
Drum gun	Bring the drum gun back!!!!!!!!
Please fix the sos	Can you add double pumping back please I never have used it before and I got and sos on my controller
Please make fortnite for other phones	Please make it for i phone 6 and some other phones
This games trash	This games trash , unvault the pump and take out the drum gun and do something about sweats and stop trying to protect the noobs
Why?	"Can you give mobile and the switch there own pools 
I keep getting killed by them and mobile and switch are 2 completely different sets"
More	Poop
Omg	FIX YOUR FREAKING GAME
So awesome	I love this game!!! It is soo fun, once you get the hang of it!! I like how it challenges you. The one thing I don’t like though is how there is a lot of adds.
